raw,processed,label
Suka banget...pengiriman cepat dapet bonus lagi dancow uht strawberry dan kaya koko crunch cup lupa saya namanya😊..dan gk ke foto juga😁..tx nestle,suka banget kirim cepat dapat bonus lagi dancow uht strawberry dan kayak koko crunch cup lupa saya nama dan gak ke foto juga tak nestle,1
sesuai orderan dan cepat sampau ,sesuai order dan cepat sampau,1
pesanan cepat diproses; barang dipacking dgn baik &amp; produk bagus sesuai deskripsi,pesan cepat proses barang dipacking dengan baik amp produk bagus sesuai deskripsi,1
packing rapi; barang sesuai pesanan;tgl expired msih lama; terimakasih,packing rapi barang sesuai pesan tanggal expired masih lama terimakasih,1
barang bagus; packaging sangat aman dan rapi,barang bagus packaging sangat aman dan rapi,1
pengiriman cepat dan barang aman 👍,kirim cepat dan barang aman,1
tepat waktu; kondisi barang bagus,tepat waktu kondisi barang bagus,1
Barang di terima dengan baik; packing rapi,barang di terima dengan baik packing rapi,1
brg sdh sampe sesuai dengan orderan expiretnya juga masih lama tq penjual dan mas kurir,bareng sudah sampai sesuai dengan order expiretnya juga masih lama thank you jual dan mas kurir,1
Diprosesnya cepet; tapi lama di jalan; ekspedisinya lamaaaa banget 😩,proses cepat tapi lama di jalan ekspedisi lama banget,1
Pengiriman agak lama.. Dpet harga promo.. Tks seller.. Anak2 suka banget.. Expired selalu aman,kirim agak lama dpet harga promo terima kasih seller anak suka banget expired selalu aman,1
mendarat selamat tak kurang suatu apapun,darat selamat tidak kurang suatu apa,1
pengiriman cepat. pengemasan baik. kurir jg sabar. txs 🙏🏻,kirim cepat emas baik kurir juga sabar txs,1
Produk sesuai pesanan ;murah krn lg flash sale ; packing rapi..thanks store,produk sesuai pesan murah karena lagi flash sale packing rapi terima kasih store,1
produk sesuai dengan deskripsi,produk sesuai dengan deskripsi,1
respon cepat packing rapi,respon cepat packing rapi,1
pengemasan sangat baik;pengiriman cepat;kurir nya pun baik ... 🤗,emas sangat baik kirim cepat kurir nya pun baik,1
pesanan sesuai n sangat memuaskan 👍👍👍👍,pesan sesuai dan sangat muas,1
barang sdh sampai &amp; sesuai deskripsi dr penjual,barang sudah sampai amp sesuai deskripsi dari jual,1
Produk sesuai dg pesanan.,produk sesuai dengan pesan,1
pake dus; pengiriman cepat,pakai dus kirim cepat,1
pengiriman cepat..packing bagus dan aman; kwalitas produk gausah di ragukan lagi.. trims seller;toped dan kurir,kirim cepat packing bagus dan aman kwalitas produk tidak usah di ragu lagi terima kasih seller toped dan kurir,1
produk sesuai dengan pesanan,produk sesuai dengan pesan,1
makasih bonusnya ,terima kasih bonus,1
packing aman; pakai kotak; pegiriman cepat. harga lumayan bersahabat. tks jg utk voucher diskon nya ya.,packing aman pakai kotak pegiriman cepat harga lumayan sahabat terima kasih juga untuk voucher diskon nya iya,1
digambar sabun nya yg Putih yg dikirim merah semua,gambar sabun nya yang putih yang kirim merah semua,1
Thanks. Well received.,terima kasih jadi received,1
mantaaabbb deh...dpt bonus shaker...tks yaaa...,mantab deh dapat bonus shaker terima kasih iya,1
barang oke; pengiriman lama,barang oke kirim lama,1
Pengiriman cepat. Barang bagus. Semoga cocok rasanya,kirim cepat barang bagus moga cocok rasa,1
dapet harga wib;; kirim ny lama bgt;; brg si ok,dapat harga wib kirim nya lama banget bareng sih ok,1
diskon mah emang terbaik ,diskon mah memang baik,1
packaging rapi; produk sesuai di mana pandemi,packaging rapi produk sesuai di mana pandemi,1
udah gila ini; beli 77k cashback 50k dapet 2 koko krunch 330g; wib mantab anjer dah sakit jiwa kayanya ni gopay x toped,sudah gila ini beli ke cashback ke dapat koko krunch tidak wib mantab anjer sudah sakit jiwa kayak ini gopay kali toped,1
Produk sesuai; expire masih lama.,produk sesuai expire masih lama,1
respon cepat. cereal favorit anak2 saya. trmksh,respon cepat cereal favorit anak saya trmksh,1
top markotop lah  kalo deket toko nya tak samperin  sayang karna jauh jd mahal di ongkir..,top markotop lah jika dekat toko nya tidak samperin sayang karena jauh jadi mahal di ongkos kirim,1
Pengiriman cepat dan packagingnya rapih banget. Wanginya enak dan tahan lama; sejauh ini 2 minggu di lemari masih wangi.,kirim cepat dan packagingnya rapi banget wangi enak dan tahan lama jauh ini minggu di lemari masih wangi,1
pelayanan baik; produk sesuai; tapi pengiriman cukup lama. disarankan jangan pakai anteraja karena barang sampai lebih lama 3 hari dari estimasi. pick up barang oleh kurir cukup lama; padahal toko sudah siap kirim barang h+1 sejak order,layan baik produk sesuai tapi kirim cukup lama saran jangan pakai anteraja karena barang sampai lebih lama hari dari estimasi pick up barang oleh kurir cukup lama padahal toko sudah siap kirim barang h sejak order,1
nice nice nice.. hoki kmrn pas beli ada potongan.. lebih murah dari supermaket,nice nice nice hoki kemarin pas beli ada potong lebih murah dari supermaket,1
terimakasih; akhirnya datang juga pesanan,terimakasih akhir datang juga pesan,1
barang ditrima dengan baik; packing oke; pengiriman juga sangat cepat; bahkan hari libur dikirim...TOP pokoknya,barang ditrima dengan baik packing oke kirim juga sangat cepat bahkan hari libur kirim top pokok,1
mantap banget. ok,mantap banget ok,1
Bagus Sesuai dengan Pesanan dan pengiriman cepat,bagus sesuai dengan pesan dan kirim cepat,1
it&#39;s okay lah.. dapet gratisan pula.. thanks nescafe,itu si okay lah dapat gratis pula terima kasih nescafe,1
pengiriman cepet; barang bagus; packing aman 😊,kirim cepat barang bagus packing aman,1
paket sudah diterimadengan aman; barang sesuai...terima kasih,paket sudah diterimadengan aman barang sesuai terima kasih,1
barang ori; pengiriman cepat,barang orisinal kirim cepat,1
Barang yang dateng sesuai dengan deskripsi,barang yang datang sesuai dengan deskripsi,1
Suka sekali; Nestle Koko krunch cereal emang praktis dalam penyajian dan bisa dimakan dalam situasi apapun. Pasti enaaaaak,suka sekali nestle koko krunch cereal memang praktis dalam saji dan bisa makan dalam situasi apa pasti enak,1
Bonus tasnya besar loh. Packing ok,bonus tas besar loh packing ok,1
Expire panjang; respon cepat; packing sangat bagus dan aman,expire panjang respon cepat packing sangat bagus dan aman,1
mantab respon baik; kurir cepet,mantab respon baik kurir cepat,1
Produk sesuai diskripsi pengiriman cepat,produk sesuai skripsi kirim cepat,1
Barang mendarat dengan selamat..... Fast Response..... Barang sesuai deskripsi..... pengiriman cepat.... terima kasih,barang darat dengan selamat fast response barang sesuai deskripsi kirim cepat terima kasih,1
Unilever paling OK pokoknya. Packing super rapi. Barang diterima perfect. Semoga khasiatnya jg Keren ya. Amin. Tks Unilever,unilever paling ok pokok packing super rapi barang terima perfect moga khasiat juga keren iya amin terima kasih unilever,1
Stok coklat ternyata habis dan inventory di Toped tdk diupdate pada saat di order. Sangat disayangkan mengapa perusahaan sekelas Nestle bisa lalai dlm hal inventory produknya namun customer service Nestle menghubungi saya untuk memilih stok rasa yg tersedia......dan saya memilih rasa pisang yg tdk terlalu suka. ,stok coklat nyata habis dan inventory di toped tidak diupdate pada saat di order sangat sayang mengapa usaha kelas nestle bisa lalai dalam hal inventory produk namun customer service nestle hubung saya untuk pilih stok rasa yang sedia dan saya pilih rasa pisang yang tidak terlalu suka,1
Produk oke; packing rapih; hanya delivery yg kurang puas. Pesan delivery sameday tp dtg esok hari; itu pun sdh malam.. ,produk oke packing rapi hanya delivery yang kurang puas pesan delivery sameday tapi datang esok hari itu pun sudah malam,1
Pengiriman cepet. Wanginya enak; seger dan tahan lama,kirim cepat wangi enak segar dan tahan lama,1
Pengiriman cepat; packing rapi; pesanan lengkap,kirim cepat packing rapi pesan lengkap,1
Barangnya sampe nya cepat.. ga ada yg bocor wrapping nya rapih.. thx,barang sampai nya cepat tidak ada yang bocor wrapping nya rapi terimakasih,1
barang sesuai pesanan dan cepat sampai,barang sesuai pesan dan cepat sampai,1
Alhamdulillah setiap order selalu puas dengan produknya dan pengiriman jg aman &amp; Cepat; kurir dan penjualnya pun ramah,alhamdulillah tiap order selalu puas dengan produk dan kirim juga aman amp cepat kurir dan jual pun ramah,1
mantapp baguss produk nya pengiriman cepat tapi sayang nya harga nya lebih mahal ; overall oke bagus ,mantap bagu produk nya kirim cepat tapi sayang nya harga nya lebih mahal overall oke bagus,1
Pengiriman agak lambat tp kualitas ok,kirim agak lambat tapi kualitas ok,1
Thanks sudah diterima ,terima kasih sudah terima,1
akhirnya sampai juga pesanan ku.. lumayan agak lama sih. tp gpp dech.. ,akhir sampai juga pesan ku lumayan agak lama sih tapi tidak apa deh,1
Ada yang penyok sih... 2 botol... so far ok... makasih ya...,ada yang penyok sih botol sok far ok terima kasih iya,1
terima kasih banyak ya alhamdulillah dapat pas harga diskon,terima kasih banyak iya alhamdulillah dapat pas harga diskon,1
thx yaaa buat Unilever... terbantu ada di Tokopedia  jd aman belanja dr rmh. packing rapi dan aman. jd ngga bocor. ,terimakasih iya buat unilever bantu ada di tokopedia jadi aman belanja dari rumah packing rapi dan aman jadi tidak bocor,1
proruk sesuai; packing ok; hanya saja tetiba dpt pengirimannya ANTERAJA; utk pengiriman jakarta bogor; durasi pengirimannya terlalu lama,proruk sesuai packing ok hanya saja tetiba dapat kirim anteraja untuk kirim jakarta bogor durasi kirim terlalu lama,1
sesuai deskripsi barang,sesuai deskripsi barang,1
penyok dikit tp aman gapapa bonus milo lagi pula hehe thankyou,penyok dikit tapi aman gapapa bonus milo lagi pula he thankyou,1
seller: proses cepat &amp; packing rapi product: bagus,seller proses cepat amp packing rapi product bagus,1
luar biasa pengiriman aja kurang selebihnya seller responsif terimakasih semuanya 👍,luar biasa kirim saja kurang lebih seller responsif terimakasih semua,1
mantap sesuai pesanan gan,mantap sesuai pesan juragan,1
brg baik; sangat bermanfaat. penjual responsive; proses n pengiriman cepat. packing baik,bareng baik sangat manfaat jual responsive proses dan kirim cepat packing baik,1
Produk wajib; terlebih sejak pandemi. Thank you.,produk wajib lebih sejak pandemi thank you,1
top seller langganan terus...,top seller langgan terus,1
peemgiriman agak lama; packing bagus,peemgiriman agak lama packing bagus,1
Barang sudah diterima dengan baik.. terima kasih....,barang sudah terima dengan baik terima kasih,1
Thank you barang sudah sampai; packing sangat aman dapet bonus pula  :),thank you barang sudah sampai packing sangat aman dapat bonus pula,1
sampai dengan selamat tidak ada yg pecah aman,sampai dengan selamat tidak ada yang pecah aman,1
packing yg baik. ED Okt 2021. pengiriman yg cepat. terima kasih,packing yang baik edisi okt kirim yang cepat terima kasih,1
Barang oke sesuai dengan pesanan..... Pengiriman barang lumayan cepat..... Terima kasih banyak.......,barang oke sesuai dengan pesan kirim barang lumayan cepat terima kasih banyak,1
Kesegaran tahan lama Bagus banget ini produk rexona men lime cool dengan sensasi kesegaran lime yang tahan lama dan menetralisir bau badan coy,segar tahan lama bagus banget ini produk rexona men lime cool dengan sensasi segar lime yang tahan lama dan menetralisir bau badan coy,1
Paket sudah di terima; next order lagi ya,paket sudah di terima lanjut order lagi iya,1
Pengemasan rapi dan aman. Thanksss,emas rapi dan aman terima kasih,1
Beli 3 pcs paket multipack (isi 3); seharusnya yg datang 9; tp ini cuma 8; next time tolong dicek lagi sebelum pengiriman; thank you.,beli pcs paket multipack isi harus yang datang tapi ini cuma lanjut time tolong cek lagi belum kirim thank you,1
brg sudh smpai  .sesuai deskripsi.  pngriman cept bgt ..trim ksih..,bareng sudah sampai sesuai deskripsi pngriman cept banget trim kasih,1
Sesuai deskripsi; aman; cepat sampai ,sesuai deskripsi aman cepat sampai,1
ada beberapa kaleng yg sedikit penyok 😁,ada beberapa kaleng yang sedikit penyok,1
Produk sesuai dg pesanan.,produk sesuai dengan pesan,1
Pengiriman cepat Packing rapi Kualitas produk sangat baik Makasih seller🙏🏻😊,kirim cepat packing rapi kualitas produk sangat baik terima kasih seller,1
Thank you very much. Pesanan saya sudah datang,thank you very much pesan saya sudah datang,1
Pengiriman dan packaging okay. Product sesuai,kirim dan packaging okay product sesuai,1
sellernya memuaskan; namun tidak dengan jasa pengirimannya,sellernya muas namun tidak dengan jasa kirim,1
Sudah diterima terima kasih banyak ya,sudah terima terima kasih banyak iya,1
Harga murce; pengiriman cepet bgt,harga murce kirim cepat banget,1
Thank you; cepat jg proses nya,thank you cepat juga proses nya,1
seperti biasa ny....Ok semua. thk u,seperti biasa nya ok semua thk kamu,1
Barang sampe sesuai dengan di order👍,barang sampai sesuai dengan di order,1
Mantab gan; datengx cepet; respon mantab; kualitas mantab... Recomended seller; sangat memuaskan ,mantab juragan datengx cepat respon mantab kualitas mantab recomended seller sangat muas,1
ok sudah terima dengan sempurna di kasih bubble wrap di bungkus kardus terima dengan aman tanpa was was kualitas produknya ok pengiriman sesuai jadwal terima kasih,ok sudah terima dengan sempurna di kasih bubble wrap di bungkus kardus terima dengan aman tanpa was was kualitas produk ok kirim sesuai jadwal terima kasih,1
barang diterima dalam kondisi baik.,barang terima dalam kondisi baik,1
dapet harga flash sale plus diskon belanja dari tokped jadi cuma bayar ongkirnya aja. mantul ,dapat harga flash sale plus diskon belanja dari tokped jadi cuma bayar ongkirnya saja mantul,1
barang sampai dengan aman. packing rapi dgn bubble wrap.. dapat bonus emoney,barang sampai dengan aman packing rapi dengan bubble wrap dapat bonus emoney,1
brg sesuai deskripsi;packing rapi;&amp;pengiriman cpt,bareng sesuai deskripsi packing rapi amp kirim cepat,1
pengiriman pengepakan aman good job seller. sehari langsung sampai. makasih ya.,kirim epak aman good job seller hari langsung sampai terima kasih iya,1
responnya cepat; dr payments sampe pengiriman cm 2 hr pdhl transaksinya pas weekend. thank you seller :),responnya cepat dari payments sampai kirim cuma hari padahal transaksi pas weekend thank you seller,1
puasss belanja disini ; pengiriman rapih bnget ;safety bnget dan  cepat sampai lg makasih ya ,puas belanja sini kirim rapi banget safety banget dan cepat sampai lagi terima kasih iya,1
packing aman dan rapi sudah terima dlm keadaanbutug makasih,packing aman dan rapi sudah terima dalam keadaanbutug terima kasih,1
Produk dikemas rapi. Namun pilihan pengantaran dengan kurir tidak dapat dilacak; tidak dapat dihubungi; dan butuh lebih dari 2 hari untuk sampai.,produk kemas rapi namun pilih antar dengan kurir tidak dapat lacak tidak dapat hubung dan butuh lebih dari hari untuk sampai,1
Mantap nih ada hadiahnya; packing juga rapih; pokoknya recomended seller ,mantap ini ada hadiah packing juga rapi pokok recomended seller,1
lebih murah di banding mall  ,lebih murah di banding mall,1
pakingnya buagus pakai dus&amp; buble jdi aman.cpt pangirimannya.thanks yah ,paking buagus pakai dus amp buble jadi aman cepat pangirimannya terima kasih ya,1
Belanja di Seller ini Pasti Puas,belanja di seller ini pasti puas,1
pengiriman cepat; pengemasan baik; kadaluarsa masih jauh; harga flash sale... overall puas; thanks nestle 👍,kirim cepat emas baik kadaluarsa masih jauh harga flash sale overall puas terima kasih nestle,1
lebih hemat &amp; pengiriman cukup cepat ,lebih hemat amp kirim cukup cepat,1
Terima kasih barang sudah diterima dengan baik dan packing nya sangat rapih👍👍🙏🙏,terima kasih barang sudah terima dengan baik dan packing nya sangat rapi,1
semua pesanan lengkap; tidak ada yg kurang; pengemasan super rapi; ada ekstra packaging bubble wrapnya; tapi mohon di tingkatkan kembali untuk proses pengirimannya; ya agak terlambat karena ada libur tahun baru; saya order tgl 31  baru saya terima di tanggal 6; dan tidak ada update kurir di aplikasi tokopedia nya; mohon di tingkatkan kembali untuk update jadwal pengiriman dan waktu pengirimannya; terimakasih sebelumnya; ,semua pesan lengkap tidak ada yang kurang emas super rapi ada ekstra packaging bubble wrapnya tapi mohon di tingkat kembali untuk proses kirim iya agak lambat karena ada libur tahun baru saya order tanggal baru saya terima di tanggal dan tidak ada update kurir di aplikasi tokopedia nya mohon di tingkat kembali untuk update jadwal kirim dan waktu kirim terimakasih belum,1
yg buat sy puas ...Krn brg yg dpesen sesuai ....jg Krn memang Milo itu enak bnget baik diseduh ataupun tdk dseduh ttp ok rasa&#39;a,yang buat saya puas karena bareng yang dpesen sesuai juga karena memang milo itu enak banget baik seduh atau tidak dseduh tetap ok rasa jadi orang,1
Barang sesuai transaksi,barang sesuai transaksi,1
brg baik;...top seller.,bareng baik top seller,1
alhamdulillah akhirnya sampai juga,alhamdulillah akhir sampai juga,1
Lama bet pengirimanya,lama benar pengirimanya,1
wangi nya harum sekali,wangi nya harum sekali,1
packing super duper rapih. Blm sempat difoto dah keburu dibongkar anak anak karena dikirim paket kiriman sepatu.  pengiriman super duper cepat  rekomended seller 👍👍👍👍👍👍👍👍,packing super duper rapi belum sempat foto sudah lanjur bongkar anak anak karena kirim paket kirim sepatu kirim super duper cepat rekomended seller,1
Not really fit for my taste reference. The service is fast and satisfying. Thank you.,belum really fit untuk my taste reference the service is fast dan satisfying thank you,1
paket sudah datang;cepat dan baik;terimakasih,paket sudah datang cepat dan baik terimakasih,1
Packing rapih; pengiriman cepat,packing rapi kirim cepat,1
pengiriman dan barang ok,kirim dan barang ok,1
Alhamdulillah mantap; sudah datang dan sesuai 😍,alhamdulillah mantap sudah datang dan sesuai,1
Barang sesuai gambar &amp; pengiriman cepat,barang sesuai gambar amp kirim cepat,1
Mantap; uniknya walau bukan shampoo anti ketombe; bikin ketombe saya hilang; padahal udah silih berganti shampoo anti ketombe lain. mantap,mantap unik walau bukan shampoo anti ketombe buat ketombe saya hilang padahal sudah silih ganti shampoo anti ketombe lain mantap,1
barang sesuai pengiriman cepat. makasih,barang sesuai kirim cepat terima kasih,1
sekeluarga suka dancow sejak dulu,keluarga suka dancow sejak dulu,1
Pasta gigi terbaik.,pasta gigi baik,1
Sesuai dengan deskripsi. Terimakasih,sesuai dengan deskripsi terimakasih,1
paket sudah sampai ,paket sudah sampai,1
Barang sudah diterima dan sesuai pesanan. Pokoknya mantap dah. Sering-sering kasih diskon yg gede dong biar bisa beli lagi; hehehe..... Terima kasih ya.,barang sudah terima dan sesuai pesan pokok mantap sudah sering sering kasih diskon yang gede dong supaya bisa beli lagi hehehe terima kasih iya,1
barang sesuai pesanan,barang sesuai pesan,1
Bintang 5 saya berikan utk produknya. Tapi utk SELLER.. Parah...slow respon terutama kl kita sdh atc. pdhal di status nya seller sdg online👎,bintang saya ikan untuk produk tapi untuk seller parah slow respon utama kalo kita sudah atc padahal di status nya seller sedang onlen,1
GGGGOOOOOD SEEELLEERRR; TTTQQQ....,god selleer thank you,1
Barangnya cepat sampai. Terima kasih 😀,barang cepat sampai terima kasih,1
bagus dan berfungsi dgn baik,bagus dan fungsi dengan baik,1
masukan saja sebaiknya pada saya sebelum packing di lap dulu biar gak kotor sampe customer,masuk saja baik pada saya belum packing di lap dulu supaya enggak kotor sampai customer,1
Paket sudah mendarat mulus; packaging rapih dan aman. ,paket sudah darat mulus packaging rapi dan aman,1
Sabun wangi aku suka........ ,sabun wangi saya suka,1
ori... harga murah mantap...,orisinal harga murah mantap,1
barang diterima dalam keadaan baik. terimakasih atas respon cepat dan pengirimannya,barang terima dalam ada baik terimakasih atas respon cepat dan kirim,1
Kata mama ini enak buat bumbu masakan nih,kata ibu ini enak buat bumbu masakan ini,1
suka sama produknya yg original; harga murah dibanding kompetitor; pengemasan &amp; pengiriman cepat; tp ngga suka sm barangnya selalu saja ada yg bocor atau pecah; kali ini vixal ada 1 botol yg bocor...mudah2an ke depannya bisa lebih hati2 dgn pengemasan dan treatmwnt di couriernya...,suka sama produk yang original harga murah banding kompetitor emas amp kirim cepat tapi tidak suka sama barang selalu saja ada yang bocor atau pecah kali ini vixal ada botol yang bocor mudah an ke depan bisa lebih hati dengan emas dan treatmwnt di couriernya,1
pengiriman cepaaattt; packaging rapih. Dapet bonus koko krunch. Mantapp ,kirim cepat packaging rapi dapat bonus koko krunch mantap,1
selalu puas beli disini;; hrgnya murah2;; pengiriman jg cepet ..,selalu puas beli sini hrgnya murah kirim juga cepat,1
Recommended Seller; Original Product; Packing Aman dan Kirim Cepat; Barang sesuai deskripsi.  JANGAN RAGU!!!,recommended seller original product packing aman dan kirim cepat barang sesuai deskripsi jangan ragu,1
Sesuai deskripsi. Pengiriman cepat. Free nya lengkap,sesuai deskripsi kirim cepat bebas nya lengkap,1
pengemasannya lama sekali,emas lama sekali,1
wangi tahan lama walaupun direndam semalaman,wangi tahan lama walaupun rendam malam,1
alhamdulilah barang sudah di terima,alhamdulilah barang sudah di terima,1
pengiriman cepat ; packingnya sangat aman ; thankyouuu,kirim cepat packingnya sangat aman thankyou,1
nibarang sdh sampai dgn selamat ..terima kasih ,nibarang sudah sampai dengan selamat terima kasih,1
Mantap banget; paketan nya niat banget  👍👍,mantap banget paket nya niat banget,1
packing aman; barang nyampe ga rusak; mantapp,packing aman barang sampai tidak rusak mantap,1
packing aman; tidak ada yg rusak dan bocor; pengiriman cepat; harga termasuk murah.  thank you,packing aman tidak ada yang rusak dan bocor kirim cepat harga masuk murah thank you,1
recommended seller bonus container sesuai pesanan,recommended seller bonus container sesuai pesan,1
Ok buat disinfectant,ok buat disinfectant,1
Alhamdulillah pesanan sudah diterima dan produknya bagus 👍,alhamdulillah pesan sudah terima dan produk bagus,1
proses super cepat packing bubble wrap+dus corn fkakenya enaak🥰,proses super cepat packing bubble wrap dus corn fkakenya enaak,1
Selalu puas order disini.. semuanya Oke deh,selalu puas order sini semua oke deh,1
Pengemasan rapi; pas dpt harga promo; sipp,emas rapi pas dapat harga promo sip,1
free ongkir cm nambah 5rb tapi ojol instan jadi barang aman; thx seller,bebas ongkos kirim cuma tambah ribu tapi ojol instan jadi barang aman terimakasih seller,1
Datang dalam keadaan baik karna dikasih tambahan kardus.,datang dalam ada baik karena kasih tambah kardus,1
QUICK RESPONSE...GOOD GOOD,quick response good good,1
Sempet ada kurang kirim (hanya 1 dari 3); namun admin sangat komunikatif dan langsung dikirim kekurangannya. Terimakasi,sempat ada kurang kirim hanya dari namun admin sangat komunikatif dan langsung kirim kurang terimakasi,1
Pengiriman nya tepat waktu dan packing nya bagus jg rapi.  tpi klo saya teliti ada kaleng yg penyok dikit dan kemasannya sedikit tdk rapih.,kirim nya tepat waktu dan packing nya bagus juga rapi tapi kalau saya teliti ada kaleng yang penyok dikit dan kemas sedikit tidak rapi,1
Peking rapih dan cepat terima kasih,peking rapi dan cepat terima kasih,1
aman dan cepet banget sampenya. Thank u so much^^,aman dan cepat banget sampenya thank kamu sok much,1
Kopinya enak apalagi ditambah susu cair.,kopi enak apalagi tambah susu cair,1
ok....packing rapi+aman;trims seller,ok packing rapi aman terima kasih seller,1
Telah diterima dengan baik......,telah terima dengan baik,1
wangi nya tiada tara,wangi nya tiada tara,1
barangnya ori dan pengiriman cepat; sukses selalu,barang orisinal dan kirim cepat sukses selalu,1
Kualitas rinso tdk usa diragukan lg,kualitas rinso tidak usah ragu lagi,1
Diproses dan dikirim dengan cepat. Barang dipacking dan diterima dengan baik. Harga terjamin. Plus ongkir gratis. Terima kasih.,proses dan kirim dengan cepat barang dipacking dan terima dengan baik harga jamin plus ongkos kirim gratis terima kasih,1
Barang bagus dan pengiriman cepat,barang bagus dan kirim cepat,1
bagus produknya dan mantab packingnya,bagus produk dan mantab packingnya,1
produk dan pengiriman ok. expired msh lama,produk dan kirim ok expired masih lama,1
pengiriman cepat packing rapi dgn buble dan dus terima kasih,kirim cepat packing rapi dengan buble dan dus terima kasih,1
Ori; packing rapi dan pengirimannya juga cepat,orisinal packing rapi dan kirim juga cepat,1
trimakasiii.. dpt hrg flash sale..,trimakasi dapat hrg flash sale,1
Packing aman; tidak bocor. Puas belanja disini.. terima kasih seller.. ed nya jg masih lama,packing aman tidak bocor puas belanja sini terima kasih seller edisi nya juga masih lama,1
Mayan; beli pas lagi diskon ,lumayan beli pas lagi diskon,1
Thank you.. Walaupun kurirnya telat,thank you walaupun kurir lambat,1
Kondisi barang ok; tdk menggembung; tapi harus cepat dikonsumsi krn ED september 2020. Semoga isinya mmg masih ok; belum dicoba.,kondisi barang ok tidak gembung tapi harus cepat konsumsi karena edisi september moga isi memang masih ok belum coba,1
dari keseluruhan ok tapi sayang ada 1 kaleng yg penyok,dari seluruh ok tapi sayang ada kaleng yang penyok,1
wanginya enak; mantap,wangi enak mantap,1
packing bagus; barang aman. oke banget,packing bagus barang aman oke banget,1
Cuma bear brand susu putih yg bisa saya minum; karna gak bau sapi dan amis sm skali💕,cuma bear brand susu putih yang bisa saya minum karena enggak bau sapi dan amis sama sekali,1
sesuai pesanan; packing rapi dg bubble wrap dan kerdus jd sampai dg aman; pengiriman cepat dg gosend; admin ramah; makasih unilever tokopedia gosend,sesuai pesan packing rapi dengan bubble wrap dan kerdus jadi sampai dengan aman kirim cepat dengan gosend admin ramah terima kasih unilever tokopedia gosend,1
sesuai pesanan dan terimakasih,sesuai pesan dan terimakasih,1
amaaaaaaan~ dpt dinharga 60k huehue,aman dapat dinharga ke huehue,1
produk sesuai dengan pesanan,produk sesuai dengan pesan,1
Packing oke;.barang cepet smpe...dpt bonus lagi,packing oke barang cepat sampai dapat bonus lagi,1
Mantap. Sampai dgn selamat.,mantap sampai dengan selamat,1
Pesanan sudah diterima; Tks.,pesan sudah terima terima kasih,1
pengiriman lama pke anter aja; saran ganti expedisi jnt atau id express biar barang cepat sampe,kirim lama pakai antar saja saran ganti expedisi jnt atau id expre supaya barang cepat sampai,1
Barang di terima dengan baik. Terima baik,barang di terima dengan baik terima baik,1
sdh di terimaaa... mkshhhh seller 🌺,sudah di terima terima kasih seller,1
Thanks kak..,terima kasih kak,1
Penjual sangat responsif; proses pengiriman sangat cepat; pengepakan sangat aman bagi paket yang dikirim.,jual sangat responsif proses kirim sangat cepat epak sangat aman bagi paket yang kirim,1
Produk sesuai deskripsi; harga competitive dan pengiriman cepat. Penjual Good Response dan semoga semakin banyak discount atau promo Tokped nya.,produk sesuai deskripsi harga competitive dan kirim cepat jual good response dan moga makin banyak discount atau promo tokped nya,1
expired masih lama,expired masih lama,1
cepet banget dan packing oke,cepat banget dan packing oke,1
thanks unilever smpai dengan slamat produk2nya..,terima kasih unilever sampai dengan selamat produk nya,1
Karena kebutuhan sehari hari,karena butuh hari hari,1
mantap; harum melekat,mantap harum lekat,1
Barang sesuai dengan deskripsi. Pengiriman cepat dan ok! Thanks,barang sesuai dengan deskripsi kirim cepat dan ok terima kasih,1
Barang sudah diterima; packing rapi dan aman. Terima kasih.,barang sudah terima packing rapi dan aman terima kasih,1
barang sesuai pesanan dan cepat sampai,barang sesuai pesan dan cepat sampai,1
Point yg paling penting : Tanpa MSG 👍👍👍,point yang paling penting tanpa msg,1
udah sampe..makasiih banyak yaaaahh...barang sesuai pesanan;komplit;makasih banyak pokonya lah yah🙏🏻,sudah sampai makasiih banyak ya barang sesuai pesan komplit terima kasih banyak pokok lah ya,1
pengiriman cepat; produk aman sampe tujuan. tks gan; sukses terus  ,kirim cepat produk aman sampai tuju terima kasih juragan sukses terus,1
Packaging rapi dan aman; setiap produk dilapisi bubblewarp; sampai rumah tidak ada produk yg dusnya penyok; expired date setiap produk panjang; thanks nestle indonesia ,packaging rapi dan aman tiap produk lapis bubblewarp sampai rumah tidak ada produk yang dus penyok expired date tiap produk panjang terima kasih nestle indonesia,1
packingnya aman tidak ada yg bocor tapi pengantarannya tidak sesuai estimasi,packingnya aman tidak ada yang bocor tapi antar tidak sesuai estimasi,1
terimakasih bagus barangnya,terimakasih bagus barang,1
Terima kasih barang sudah sampai dan di packing dengan bubble wrap,terima kasih barang sudah sampai dan di packing dengan bubble wrap,1
tq boss,thank you mau,1
Barang sudah sampai; packing rapiiii dan respon seller sgt cepat.. makasi yaaaa semoga bs order kembalii,barang sudah sampai packing rapi dan respon seller sangat cepat terima kasih iya moga bisa order kembali,1
sesuai dengan deskripsi dan diterima dalam keadaan baik,sesuai dengan deskripsi dan terima dalam ada baik,1
Beruntung dpt harga pas lg murah.. lgs borong 10 bks buat 3bln. 😆,untung dapat harga pas lagi murah langsung borong bks buat bulan,1
